gene_id,gene_id,gene_type,gene_name
ENSMUSG00000104257.2,ENSMUSG00000104257.2,TEC,Gm20172
ENSMUSG00000119153.1,ENSMUSG00000119153.1,snRNA,U6
ENSMUSG00000102296.2,ENSMUSG00000102296.2,TEC,Gm37543
ENSMUSG00000103209.2,ENSMUSG00000103209.2,TEC,Gm37331
ENSMUSG00000104027.2,ENSMUSG00000104027.2,TEC,Gm37211
ENSMUSG00000102407.2,ENSMUSG00000102407.2,TEC,Gm37862
ENSMUSG00000103214.2,ENSMUSG00000103214.2,TEC,Gm38286
ENSMUSG00000104100.2,ENSMUSG00000104100.2,TEC,Gm37880
ENSMUSG00000084740.3,ENSMUSG00000084740.3,snRNA,Gm25294
ENSMUSG00000103889.2,ENSMUSG00000103889.2,TEC,Gm37011
ENSMUSG00000101301.2,ENSMUSG00000101301.2,processed_pseudogene,Gm29214
ENSMUSG00000104221.2,ENSMUSG00000104221.2,TEC,Gm37051
ENSMUSG00000102250.2,ENSMUSG00000102250.2,TEC,Gm38260
ENSMUSG00000102317.2,ENSMUSG00000102317.2,TEC,Gm37628
ENSMUSG00000103563.2,ENSMUSG00000103563.2,TEC,8030445P17Rik
ENSMUSG00000102465.2,ENSMUSG00000102465.2,TEC,Gm38198
ENSMUSG00000102659.2,ENSMUSG00000102659.2,TEC,Gm37077
ENSMUSG00000103924.2,ENSMUSG00000103924.2,TEC,Gm37895
ENSMUSG00000104132.2,ENSMUSG00000104132.2,TEC,Gm36952
ENSMUSG00000102747.2,ENSMUSG00000102747.2,TEC,Gm37602
ENSMUSG00000102386.2,ENSMUSG00000102386.2,TEC,2900022M07Rik
ENSMUSG00000103004.2,ENSMUSG00000103004.2,TEC,2900002M20Rik
ENSMUSG00000104516.2,ENSMUSG00000104516.2,TEC,Gm9884
ENSMUSG00000101618.2,ENSMUSG00000101618.2,processed_pseudogene,Gm18443
ENSMUSG00000099458.2,ENSMUSG00000099458.2,processed_pseudogene,Gm19123
ENSMUSG00000088111.3,ENSMUSG00000088111.3,snoRNA,Gm24064
ENSMUSG00000073722.4,ENSMUSG00000073722.4,protein_coding,4931408C20Rik
ENSMUSG00000119695.1,ENSMUSG00000119695.1,rRNA,5S_rRNA
ENSMUSG00000100310.2,ENSMUSG00000100310.2,processed_pseudogene,Gm19641
ENSMUSG00000101514.2,ENSMUSG00000101514.2,lncRNA,Gm5524
ENSMUSG00000101033.2,ENSMUSG00000101033.2,processed_pseudogene,Gm18776
ENSMUSG00000101372.2,ENSMUSG00000101372.2,processed_pseudogene,Gm19028
ENSMUSG00000103241.2,ENSMUSG00000103241.2,TEC,Gm38089
ENSMUSG00000086240.5,ENSMUSG00000086240.5,processed_pseudogene,Gm7846
ENSMUSG00000048411.5,ENSMUSG00000048411.5,protein_coding,Gm597
ENSMUSG00000081557.3,ENSMUSG00000081557.3,processed_pseudogene,Gm5697
ENSMUSG00000058590.3,ENSMUSG00000058590.3,processed_pseudogene,Gm6462
ENSMUSG00000101235.2,ENSMUSG00000101235.2,processed_pseudogene,Gm18033
ENSMUSG00002075209.1,ENSMUSG00002075209.1,misc_RNA,Y_RNA
ENSMUSG00002076857.1,ENSMUSG00002076857.1,miRNA,ENSMUSG00002076857
ENSMUSG00002074912.1,ENSMUSG00002074912.1,miRNA,ENSMUSG00002074912
ENSMUSG00000099257.3,ENSMUSG00000099257.3,miRNA,Mir6342
ENSMUSG00000099492.2,ENSMUSG00000099492.2,processed_pseudogene,Gm5525
ENSMUSG00000118548.2,ENSMUSG00000118548.2,processed_pseudogene,Gm53035
ENSMUSG00000101726.2,ENSMUSG00000101726.2,processed_pseudogene,Gm7858
ENSMUSG00002075317.1,ENSMUSG00002075317.1,miRNA,ENSMUSG00002075317
ENSMUSG00002075289.1,ENSMUSG00002075289.1,miRNA,ENSMUSG00002075289
ENSMUSG00000053185.3,ENSMUSG00000053185.3,lncRNA,Gm9898
ENSMUSG00000100261.2,ENSMUSG00000100261.2,unprocessed_pseudogene,Gm6473
ENSMUSG00000101180.2,ENSMUSG00000101180.2,processed_pseudogene,Gm2914
ENSMUSG00000048874.16,ENSMUSG00000048874.16,protein_coding,Phf3
ENSMUSG00000103783.2,ENSMUSG00000103783.2,TEC,Gm37522
ENSMUSG00000104315.2,ENSMUSG00000104315.2,TEC,Gm37906
ENSMUSG00000026064.17,ENSMUSG00000026064.17,protein_coding,Ptp4a1
ENSMUSG00000117310.3,ENSMUSG00000117310.3,protein_coding,Ptp4a1
ENSMUSG00000117091.2,ENSMUSG00000117091.2,protein_coding,Gm5698
ENSMUSG00000086726.4,ENSMUSG00000086726.4,processed_pseudogene,Gm9458
ENSMUSG00000086727.9,ENSMUSG00000086727.9,protein_coding,4931428L18Rik
ENSMUSG00000100237.2,ENSMUSG00000100237.2,lncRNA,Gm28644
ENSMUSG00002076113.1,ENSMUSG00002076113.1,rRNA,5S_rRNA
ENSMUSG00000100910.2,ENSMUSG00000100910.2,lncRNA,Gm29128
ENSMUSG00000099796.2,ENSMUSG00000099796.2,processed_pseudogene,Gm7893
ENSMUSG00000050217.14,ENSMUSG00000050217.14,protein_coding,Lgsn
ENSMUSG00000026063.5,ENSMUSG00000026063.5,protein_coding,Dnaaf6
ENSMUSG00000077664.3,ENSMUSG00000077664.3,snoRNA,Gm26145
ENSMUSG00000100205.2,ENSMUSG00000100205.2,processed_pseudogene,Gm4850
ENSMUSG00000100592.2,ENSMUSG00000100592.2,processed_pseudogene,Gm28645
ENSMUSG00000094215.3,ENSMUSG00000094215.3,processed_pseudogene,Gm6489
ENSMUSG00000101093.2,ENSMUSG00000101093.2,processed_pseudogene,Eef1a1-ps2
ENSMUSG00000070960.5,ENSMUSG00000070960.5,processed_pseudogene,Gm19680
ENSMUSG00000088620.3,ENSMUSG00000088620.3,snRNA,Gm23032
ENSMUSG00000082159.3,ENSMUSG00000082159.3,processed_pseudogene,Gm7910
ENSMUSG00000026058.12,ENSMUSG00000026058.12,protein_coding,Khdrbs2
ENSMUSG00000064688.3,ENSMUSG00000064688.3,snRNA,Gm25814
ENSMUSG00000103482.2,ENSMUSG00000103482.2,TEC,Gm37999
ENSMUSG00000104498.2,ENSMUSG00000104498.2,TEC,Gm37110
ENSMUSG00000104313.2,ENSMUSG00000104313.2,TEC,Gm37911
ENSMUSG00000102865.2,ENSMUSG00000102865.2,TEC,Gm9839
ENSMUSG00000102321.2,ENSMUSG00000102321.2,TEC,Gm37792
ENSMUSG00000091318.3,ENSMUSG00000091318.3,protein_coding,Gm5415
ENSMUSG00000089489.3,ENSMUSG00000089489.3,snRNA,Gm24732
ENSMUSG00000104433.2,ENSMUSG00000104433.2,TEC,Gm37426
ENSMUSG00002076392.1,ENSMUSG00002076392.1,misc_RNA,7SK
ENSMUSG00000102926.2,ENSMUSG00000102926.2,TEC,Gm37151
ENSMUSG00000100497.2,ENSMUSG00000100497.2,processed_pseudogene,Gm28624
ENSMUSG00000102917.2,ENSMUSG00000102917.2,lncRNA,Gm37724
ENSMUSG00000100481.2,ENSMUSG00000100481.2,processed_pseudogene,Gm7114
ENSMUSG00000100590.2,ENSMUSG00000100590.2,processed_pseudogene,Gm4785
ENSMUSG00000088750.3,ENSMUSG00000088750.3,snRNA,Gm24901
ENSMUSG00000104230.2,ENSMUSG00000104230.2,lncRNA,Gm37591
ENSMUSG00000101754.3,ENSMUSG00000101754.3,processed_pseudogene,Gm2987
ENSMUSG00000065223.4,ENSMUSG00000065223.4,snRNA,Gm25792
ENSMUSG00000100318.3,ENSMUSG00000100318.3,processed_pseudogene,Gm18799
ENSMUSG00000101612.3,ENSMUSG00000101612.3,processed_pseudogene,Gm7933
ENSMUSG00000065260.3,ENSMUSG00000065260.3,snRNA,Gm23453
ENSMUSG00000026134.12,ENSMUSG00000026134.12,protein_coding,Prim2
ENSMUSG00000101682.2,ENSMUSG00000101682.2,processed_pseudogene,Gm29228
ENSMUSG00000102714.2,ENSMUSG00000102714.2,TEC,Gm37618
ENSMUSG00000102093.2,ENSMUSG00000102093.2,processed_pseudogene,Gm17813
ENSMUSG00000103746.2,ENSMUSG00000103746.2,TEC,1700001G17Rik
ENSMUSG00000102198.2,ENSMUSG00000102198.2,TEC,Gm38173
ENSMUSG00000004768.15,ENSMUSG00000004768.15,protein_coding,Rab23
ENSMUSG00000042215.9,ENSMUSG00000042215.9,protein_coding,Bag2
ENSMUSG00000103072.2,ENSMUSG00000103072.2,TEC,Gm37905
ENSMUSG00000042197.14,ENSMUSG00000042197.14,protein_coding,Zfp451
ENSMUSG00000081402.5,ENSMUSG00000081402.5,processed_pseudogene,Gm15455
ENSMUSG00000042182.17,ENSMUSG00000042182.17,protein_coding,Bend6
ENSMUSG00000104416.2,ENSMUSG00000104416.2,TEC,Gm37067
ENSMUSG00000026131.21,ENSMUSG00000026131.21,protein_coding,Dst
ENSMUSG00000103596.2,ENSMUSG00000103596.2,TEC,Gm37354
ENSMUSG00000099382.2,ENSMUSG00000099382.2,processed_pseudogene,Gm28631
ENSMUSG00000084506.3,ENSMUSG00000084506.3,snRNA,Gm23792
ENSMUSG00000103364.2,ENSMUSG00000103364.2,TEC,Gm38157
ENSMUSG00000105982.3,ENSMUSG00000105982.3,miRNA,Mir6896
ENSMUSG00000096992.4,ENSMUSG00000096992.4,lncRNA,Gm26788
ENSMUSG00000103001.2,ENSMUSG00000103001.2,TEC,A930005N03Rik
ENSMUSG00000104397.2,ENSMUSG00000104397.2,lncRNA,Gm37958
ENSMUSG00000102839.2,ENSMUSG00000102839.2,TEC,Gm37385
ENSMUSG00000101206.2,ENSMUSG00000101206.2,processed_pseudogene,Gm5266
ENSMUSG00000101462.3,ENSMUSG00000101462.3,transcribed_processed_pseudogene,Gm3052
ENSMUSG00000102336.2,ENSMUSG00000102336.2,lncRNA,Gm37233
ENSMUSG00000092852.3,ENSMUSG00000092852.3,miRNA,Mir5103
ENSMUSG00000042111.10,ENSMUSG00000042111.10,protein_coding,Ccdc115
ENSMUSG00000101711.2,ENSMUSG00000101711.2,lncRNA,Gm28306
ENSMUSG00000026127.14,ENSMUSG00000026127.14,protein_coding,Imp4
ENSMUSG00000026126.16,ENSMUSG00000026126.16,protein_coding,Ptpn18
ENSMUSG00000100280.3,ENSMUSG00000100280.3,lncRNA,Gm28417
ENSMUSG00000101223.7,ENSMUSG00000101223.7,lncRNA,4930568A12Rik
ENSMUSG00000026125.10,ENSMUSG00000026125.10,protein_coding,Prss39
ENSMUSG00000101116.2,ENSMUSG00000101116.2,processed_pseudogene,Gm28416
ENSMUSG00000026124.5,ENSMUSG00000026124.5,protein_coding,Cfc1
ENSMUSG00000101803.2,ENSMUSG00000101803.2,processed_pseudogene,Gm28419
ENSMUSG00000037529.14,ENSMUSG00000037529.14,protein_coding,Prss40
ENSMUSG00000045815.5,ENSMUSG00000045815.5,lncRNA,1700101I19Rik
ENSMUSG00000045174.11,ENSMUSG00000045174.11,protein_coding,Amer3
ENSMUSG00000100524.2,ENSMUSG00000100524.2,processed_pseudogene,Gm28418
ENSMUSG00000102499.2,ENSMUSG00000102499.2,processed_pseudogene,Gm36984
ENSMUSG00000103521.2,ENSMUSG00000103521.2,processed_pseudogene,Gm29730
ENSMUSG00000104098.2,ENSMUSG00000104098.2,processed_pseudogene,AA619741
ENSMUSG00000037509.22,ENSMUSG00000037509.22,protein_coding,Arhgef4
ENSMUSG00000102537.2,ENSMUSG00000102537.2,processed_pseudogene,Gm37224
ENSMUSG00000102612.2,ENSMUSG00000102612.2,processed_pseudogene,Gm37845
ENSMUSG00000118272.2,ENSMUSG00000118272.2,protein_coding,RP23-348C6.8
ENSMUSG00000104002.3,ENSMUSG00000104002.3,lncRNA,Gm38336
ENSMUSG00000037503.13,ENSMUSG00000037503.13,protein_coding,Fam168b
ENSMUSG00000104358.2,ENSMUSG00000104358.2,TEC,Gm37127
ENSMUSG00000026123.12,ENSMUSG00000026123.12,protein_coding,Plekhb2
ENSMUSG00000103716.2,ENSMUSG00000103716.2,processed_pseudogene,Gm19430
ENSMUSG00000103548.2,ENSMUSG00000103548.2,processed_pseudogene,Gm37670
ENSMUSG00000103760.2,ENSMUSG00000103760.2,processed_pseudogene,Gm8009
ENSMUSG00000103997.2,ENSMUSG00000103997.2,processed_pseudogene,Gm38027
ENSMUSG00000077231.3,ENSMUSG00000077231.3,snoRNA,Gm25096
ENSMUSG00000104417.2,ENSMUSG00000104417.2,lncRNA,Gm37068
ENSMUSG00000064601.3,ENSMUSG00000064601.3,snRNA,Gm25634
ENSMUSG00000101714.2,ENSMUSG00000101714.2,lncRNA,Gm28415
ENSMUSG00000102531.2,ENSMUSG00000102531.2,lncRNA,1110002O04Rik
ENSMUSG00000103096.2,ENSMUSG00000103096.2,processed_pseudogene,Gm8022
ENSMUSG00000102279.2,ENSMUSG00000102279.2,lncRNA,Gm37146
ENSMUSG00000103708.2,ENSMUSG00000103708.2,lncRNA,Gm33222
ENSMUSG00000104201.2,ENSMUSG00000104201.2,lncRNA,4930535G08Rik
ENSMUSG00000102434.2,ENSMUSG00000102434.2,TEC,Gm38049
ENSMUSG00000045216.8,ENSMUSG00000045216.8,protein_coding,Hs6st1
ENSMUSG00000104523.2,ENSMUSG00000104523.2,lncRNA,Gm37335
ENSMUSG00000102202.2,ENSMUSG00000102202.2,lncRNA,Gm33280
ENSMUSG00000037470.15,ENSMUSG00000037470.15,protein_coding,Uggt1
ENSMUSG00000098752.3,ENSMUSG00000098752.3,miRNA,Mir6897
ENSMUSG00000047180.9,ENSMUSG00000047180.9,protein_coding,Neurl3
ENSMUSG00000037447.17,ENSMUSG00000037447.17,protein_coding,Arid5a
ENSMUSG00000102762.2,ENSMUSG00000102762.2,lncRNA,4930403P22Rik
ENSMUSG00000010453.13,ENSMUSG00000010453.13,protein_coding,Kansl3
ENSMUSG00000098680.3,ENSMUSG00000098680.3,miRNA,Mir6898
ENSMUSG00000037432.16,ENSMUSG00000037432.16,protein_coding,Fer1l5
ENSMUSG00000001143.14,ENSMUSG00000001143.14,protein_coding,Lman2l
ENSMUSG00000037408.11,ENSMUSG00000037408.11,protein_coding,Cnnm4
ENSMUSG00000104316.2,ENSMUSG00000104316.2,TEC,Gm37909
ENSMUSG00002075980.1,ENSMUSG00002075980.1,miRNA,ENSMUSG00002075980
ENSMUSG00000001138.14,ENSMUSG00000001138.14,protein_coding,Cnnm3
ENSMUSG00000102845.2,ENSMUSG00000102845.2,lncRNA,Gm38033
ENSMUSG00000067653.13,ENSMUSG00000067653.13,protein_coding,Ankrd23
ENSMUSG00000109510.2,ENSMUSG00000109510.2,protein_coding,Gm42417
ENSMUSG00000079610.10,ENSMUSG00000079610.10,protein_coding,Ankrd39
ENSMUSG00000026121.14,ENSMUSG00000026121.14,protein_coding,Sema4c
ENSMUSG00000087589.4,ENSMUSG00000087589.4,lncRNA,D430040D24Rik
ENSMUSG00000046337.18,ENSMUSG00000046337.18,protein_coding,Fam178b
ENSMUSG00000089906.2,ENSMUSG00000089906.2,processed_pseudogene,Gm6428
ENSMUSG00002075377.1,ENSMUSG00002075377.1,miRNA,ENSMUSG00002075377
ENSMUSG00000061518.12,ENSMUSG00000061518.12,protein_coding,Cox5b
ENSMUSG00000037351.10,ENSMUSG00000037351.10,protein_coding,Actr1b
ENSMUSG00000102416.5,ENSMUSG00000102416.5,protein_coding,4933424G06Rik
ENSMUSG00000104237.2,ENSMUSG00000104237.2,lncRNA,Gm33533
ENSMUSG00000026117.11,ENSMUSG00000026117.11,protein_coding,Zap70
ENSMUSG00000097291.2,ENSMUSG00000097291.2,transcribed_processed_pseudogene,Gm18828
ENSMUSG00000026116.12,ENSMUSG00000026116.12,protein_coding,Tmem131
ENSMUSG00000103016.2,ENSMUSG00000103016.2,TEC,Gm37506
ENSMUSG00000102930.2,ENSMUSG00000102930.2,lncRNA,Gm38115
ENSMUSG00000103159.2,ENSMUSG00000103159.2,TEC,F830112A20Rik
ENSMUSG00000080054.4,ENSMUSG00000080054.4,processed_pseudogene,Rpl12-ps1
ENSMUSG00000119706.1,ENSMUSG00000119706.1,rRNA,5S_rRNA
ENSMUSG00000050122.20,ENSMUSG00000050122.20,protein_coding,Vwa3b
ENSMUSG00000103603.2,ENSMUSG00000103603.2,lncRNA,Gm37020
ENSMUSG00000026114.15,ENSMUSG00000026114.15,protein_coding,Cnga3
ENSMUSG00000102231.2,ENSMUSG00000102231.2,TEC,1700074A21Rik
ENSMUSG00000026113.18,ENSMUSG00000026113.18,protein_coding,Inpp4a
ENSMUSG00000086064.2,ENSMUSG00000086064.2,lncRNA,4930439A04Rik
ENSMUSG00000102879.2,ENSMUSG00000102879.2,TEC,Gm37135
ENSMUSG00000026112.8,ENSMUSG00000026112.8,protein_coding,Coa5
ENSMUSG00000026111.16,ENSMUSG00000026111.16,protein_coding,Unc50
ENSMUSG00000026110.16,ENSMUSG00000026110.16,protein_coding,Mgat4a
ENSMUSG00000103948.2,ENSMUSG00000103948.2,TEC,4930594C11Rik
ENSMUSG00000087233.2,ENSMUSG00000087233.2,processed_pseudogene,Gm43213
ENSMUSG00000026090.17,ENSMUSG00000026090.17,protein_coding,Cracdl
ENSMUSG00000089767.2,ENSMUSG00000089767.2,lncRNA,4930556I23Rik
ENSMUSG00000104365.2,ENSMUSG00000104365.2,TEC,4930470B04Rik
ENSMUSG00000102650.2,ENSMUSG00000102650.2,TEC,Gm19863
ENSMUSG00000060771.16,ENSMUSG00000060771.16,protein_coding,Tsga10
ENSMUSG00000097268.2,ENSMUSG00000097268.2,lncRNA,Gm26805
ENSMUSG00000037216.6,ENSMUSG00000037216.6,protein_coding,Lipt1
ENSMUSG00000026088.16,ENSMUSG00000026088.16,protein_coding,Mitd1
ENSMUSG00000026087.12,ENSMUSG00000026087.12,protein_coding,Mrpl30
ENSMUSG00000061584.7,ENSMUSG00000061584.7,protein_coding,Lyg2
ENSMUSG00000087374.2,ENSMUSG00000087374.2,lncRNA,Gm15457
ENSMUSG00000026085.12,ENSMUSG00000026085.12,protein_coding,Lyg1
ENSMUSG00002076708.1,ENSMUSG00002076708.1,misc_RNA,7SK
ENSMUSG00000058407.13,ENSMUSG00000058407.13,protein_coding,Txndc9
ENSMUSG00000026083.13,ENSMUSG00000026083.13,protein_coding,Eif5b
ENSMUSG00000026082.12,ENSMUSG00000026082.12,protein_coding,Rev1
ENSMUSG00000103804.2,ENSMUSG00000103804.2,lncRNA,Gm37062
ENSMUSG00000102716.2,ENSMUSG00000102716.2,lncRNA,Gm5099
ENSMUSG00000037138.19,ENSMUSG00000037138.19,protein_coding,Aff3
ENSMUSG00000085391.2,ENSMUSG00000085391.2,lncRNA,Gm16150
ENSMUSG00000085280.2,ENSMUSG00000085280.2,lncRNA,Gm16151
ENSMUSG00000087131.8,ENSMUSG00000087131.8,lncRNA,Gm16152
ENSMUSG00000102984.2,ENSMUSG00000102984.2,processed_pseudogene,Gm34727
ENSMUSG00000102541.2,ENSMUSG00000102541.2,processed_pseudogene,Gm38135
ENSMUSG00000103531.2,ENSMUSG00000103531.2,TEC,2610300A13Rik
ENSMUSG00000048814.12,ENSMUSG00000048814.12,protein_coding,Lonrf2
ENSMUSG00000026080.14,ENSMUSG00000026080.14,protein_coding,Chst10
ENSMUSG00000103647.2,ENSMUSG00000103647.2,lncRNA,Gm37707
ENSMUSG00000102447.2,ENSMUSG00000102447.2,processed_pseudogene,Gm6621
ENSMUSG00000067604.9,ENSMUSG00000067604.9,protein_coding,Nms
ENSMUSG00000026078.11,ENSMUSG00000026078.11,protein_coding,Pdcl3
ENSMUSG00000103046.2,ENSMUSG00000103046.2,TEC,Gm37309
ENSMUSG00000104188.2,ENSMUSG00000104188.2,lncRNA,Gm37821
ENSMUSG00000103182.2,ENSMUSG00000103182.2,TEC,Gm37091
ENSMUSG00000098833.3,ENSMUSG00000098833.3,miRNA,Mir6349
ENSMUSG00000026077.16,ENSMUSG00000026077.16,protein_coding,Npas2
ENSMUSG00000092553.2,ENSMUSG00000092553.2,processed_pseudogene,Gm20428
ENSMUSG00000092563.2,ENSMUSG00000092563.2,processed_pseudogene,Gm3617
ENSMUSG00000073702.12,ENSMUSG00000073702.12,protein_coding,Rpl31
ENSMUSG00000003134.11,ENSMUSG00000003134.11,protein_coding,Tbc1d8
ENSMUSG00000102607.2,ENSMUSG00000102607.2,TEC,Gm37265
ENSMUSG00000065629.4,ENSMUSG00000065629.4,snoRNA,Gm24826
ENSMUSG00002076218.1,ENSMUSG00002076218.1,snoRNA,ENSMUSG00002076218
ENSMUSG00000003135.16,ENSMUSG00000003135.16,protein_coding,Cnot11
ENSMUSG00000085894.2,ENSMUSG00000085894.2,lncRNA,Gm15832
ENSMUSG00000077704.3,ENSMUSG00000077704.3,snoRNA,Snord89
ENSMUSG00000048234.14,ENSMUSG00000048234.14,protein_coding,Rnf149
ENSMUSG00000064936.3,ENSMUSG00000064936.3,snoRNA,Gm23722
ENSMUSG00000102471.2,ENSMUSG00000102471.2,processed_pseudogene,Gm5100
ENSMUSG00000050967.6,ENSMUSG00000050967.6,protein_coding,Creg2
ENSMUSG00000097083.2,ENSMUSG00000097083.2,lncRNA,D930019O06Rik
ENSMUSG00000057173.9,ENSMUSG00000057173.9,protein_coding,Rfx8
ENSMUSG00000091937.4,ENSMUSG00000091937.4,protein_coding,Gm3646
ENSMUSG00000101634.7,ENSMUSG00000101634.7,lncRNA,1700066B17Rik
ENSMUSG00000026074.16,ENSMUSG00000026074.16,protein_coding,Map4k4
ENSMUSG00000102985.2,ENSMUSG00000102985.2,TEC,4930456G14Rik
ENSMUSG00000026073.14,ENSMUSG00000026073.14,protein_coding,Il1r2
ENSMUSG00000097899.3,ENSMUSG00000097899.3,lncRNA,Gm16894
ENSMUSG00000102975.2,ENSMUSG00000102975.2,TEC,Gm37347
ENSMUSG00000026072.13,ENSMUSG00000026072.13,protein_coding,Il1r1
ENSMUSG00000103560.2,ENSMUSG00000103560.2,TEC,Gm38070
ENSMUSG00000070942.9,ENSMUSG00000070942.9,protein_coding,Il1rl2
ENSMUSG00000103230.2,ENSMUSG00000103230.2,processed_pseudogene,Gm17970
ENSMUSG00000026069.16,ENSMUSG00000026069.16,protein_coding,Il1rl1
ENSMUSG00000026070.16,ENSMUSG00000026070.16,protein_coding,Il18r1
ENSMUSG00000026068.12,ENSMUSG00000026068.12,protein_coding,Il18rap
ENSMUSG00000104441.2,ENSMUSG00000104441.2,lncRNA,Gm35801
ENSMUSG00000026065.9,ENSMUSG00000026065.9,protein_coding,Slc9a4
ENSMUSG00000102676.2,ENSMUSG00000102676.2,TEC,Gm37435
ENSMUSG00000026062.13,ENSMUSG00000026062.13,protein_coding,Slc9a2
ENSMUSG00000103679.2,ENSMUSG00000103679.2,lncRNA,Gm37623
ENSMUSG00000103270.2,ENSMUSG00000103270.2,lncRNA,Gm37915
ENSMUSG00000041945.13,ENSMUSG00000041945.13,protein_coding,Mfsd9
ENSMUSG00000079588.4,ENSMUSG00000079588.4,protein_coding,Tmem182
ENSMUSG00000094136.3,ENSMUSG00000094136.3,processed_pseudogene,Gm5973
ENSMUSG00000104072.2,ENSMUSG00000104072.2,lncRNA,4930448I06Rik
ENSMUSG00000100185.2,ENSMUSG00000100185.2,lncRNA,Gm28634
ENSMUSG00000100832.2,ENSMUSG00000100832.2,lncRNA,Gm29260
ENSMUSG00000100178.2,ENSMUSG00000100178.2,processed_pseudogene,Gm5267
ENSMUSG00000101877.2,ENSMUSG00000101877.2,processed_pseudogene,Gm8176
ENSMUSG00000053640.3,ENSMUSG00000053640.3,lncRNA,Gm9915
ENSMUSG00000101919.2,ENSMUSG00000101919.2,lncRNA,Gm29664
ENSMUSG00000101299.3,ENSMUSG00000101299.3,lncRNA,Gm28175
ENSMUSG00000100180.2,ENSMUSG00000100180.2,lncRNA,Gm28140
ENSMUSG00000103106.2,ENSMUSG00000103106.2,TEC,Gm37047
ENSMUSG00000060424.15,ENSMUSG00000060424.15,lncRNA,Pantr1
ENSMUSG00000104199.2,ENSMUSG00000104199.2,TEC,4930420N18Rik
ENSMUSG00000045515.5,ENSMUSG00000045515.5,protein_coding,Pou3f3
ENSMUSG00000093436.7,ENSMUSG00000093436.7,lncRNA,Gm20646
ENSMUSG00000097063.4,ENSMUSG00000097063.4,lncRNA,Pantr2
ENSMUSG00000099784.2,ENSMUSG00000099784.2,lncRNA,Dalir
ENSMUSG00000060679.15,ENSMUSG00000060679.15,protein_coding,Mrps9
ENSMUSG00000077448.3,ENSMUSG00000077448.3,snoRNA,Gm23126
ENSMUSG00000041907.10,ENSMUSG00000041907.10,protein_coding,Gpr45
ENSMUSG00002075628.1,ENSMUSG00002075628.1,miRNA,ENSMUSG00002075628
ENSMUSG00000070939.10,ENSMUSG00000070939.10,protein_coding,Tgfbrap1
ENSMUSG00000100269.2,ENSMUSG00000100269.2,lncRNA,Gm28782
ENSMUSG00000041878.4,ENSMUSG00000041878.4,lncRNA,8430432A02Rik
ENSMUSG00000010290.8,ENSMUSG00000010290.8,protein_coding,AI597479
ENSMUSG00000008136.15,ENSMUSG00000008136.15,protein_coding,Fhl2
ENSMUSG00000094497.2,ENSMUSG00000094497.2,processed_pseudogene,Gm8210
ENSMUSG00000099576.2,ENSMUSG00000099576.2,lncRNA,Gm29040
ENSMUSG00000099694.2,ENSMUSG00000099694.2,processed_pseudogene,Gm29610
ENSMUSG00000101923.2,ENSMUSG00000101923.2,processed_pseudogene,Gm29041
ENSMUSG00000066877.12,ENSMUSG00000066877.12,protein_coding,Nck2
ENSMUSG00000103422.2,ENSMUSG00000103422.2,TEC,Gm37536
ENSMUSG00000103945.2,ENSMUSG00000103945.2,TEC,Gm38228
ENSMUSG00000026051.9,ENSMUSG00000026051.9,protein_coding,Ecrg4
ENSMUSG00000100764.2,ENSMUSG00000100764.2,lncRNA,Gm29155
ENSMUSG00000100635.2,ENSMUSG00000100635.2,lncRNA,Gm29157
ENSMUSG00000100480.2,ENSMUSG00000100480.2,lncRNA,Gm29156
ENSMUSG00000057363.13,ENSMUSG00000057363.13,protein_coding,Uxs1
ENSMUSG00000090243.2,ENSMUSG00000090243.2,processed_pseudogene,Gm16103
ENSMUSG00000100701.2,ENSMUSG00000100701.2,processed_pseudogene,Gm19587
ENSMUSG00000101395.2,ENSMUSG00000101395.2,processed_pseudogene,Gm8241
ENSMUSG00000088848.3,ENSMUSG00000088848.3,snoRNA,Gm26352
ENSMUSG00002075225.1,ENSMUSG00002075225.1,miRNA,ENSMUSG00002075225
ENSMUSG00000041763.15,ENSMUSG00000041763.15,protein_coding,Tpp2
ENSMUSG00000047343.5,ENSMUSG00000047343.5,protein_coding,Mettl21c
ENSMUSG00000090106.2,ENSMUSG00000090106.2,processed_pseudogene,Gm15838
ENSMUSG00000091844.3,ENSMUSG00000091844.3,protein_coding,Gm8251
ENSMUSG00000026049.12,ENSMUSG00000026049.12,protein_coding,Tex30
ENSMUSG00000101104.7,ENSMUSG00000101104.7,lncRNA,Gm29247
ENSMUSG00000026047.14,ENSMUSG00000026047.14,protein_coding,Poglut2
ENSMUSG00000041684.12,ENSMUSG00000041684.12,protein_coding,Bivm
ENSMUSG00000026048.17,ENSMUSG00000026048.17,protein_coding,Ercc5
ENSMUSG00000046828.4,ENSMUSG00000046828.4,protein_coding,Mettl21e
ENSMUSG00000089703.2,ENSMUSG00000089703.2,processed_pseudogene,Gm15833
ENSMUSG00000100966.2,ENSMUSG00000100966.2,processed_pseudogene,Gm5700
ENSMUSG00000100769.2,ENSMUSG00000100769.2,lncRNA,Gm28893
ENSMUSG00000101567.2,ENSMUSG00000101567.2,processed_pseudogene,Txn-ps1
ENSMUSG00000056870.10,ENSMUSG00000056870.10,protein_coding,Gulp1
ENSMUSG00000102319.2,ENSMUSG00000102319.2,TEC,Gm37626
